reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,sentiment,review_length,helpful_votes,total_votes,helpfulness_ratio,review_time,days_since_review
A1D6XJGWCLNM3W,B000001OM4,Adam,"[0, 0]","I use this in my car to play mp3's of Rock, D+B, Electronic and some Metal and it all sounds good. Convenient feature allows the cord to come out of either of 4 spots on the cassette so it can fit in any car and lets you control where the cord goes. No problems yet, it does as advertised and as always Amazon rocks with fulfillment.",5.0,It just works.,1277683200,"06 28, 2010",0.55,66,0,0,0.0,2010-06-28,1483
A2AFGNDUPNWVSN,B000001OM4,Amazon Customer,"[1, 2]","Yeah, yeah, so if we're looking at these cassette adapters we already know we're not on the cutting edge of the tech world.  But this is still a great way to couple audiobooks and music from my smart phone to the sound system in my ancient crate.  Works way better than any FM transmitter I've ever tried (although I admit I gave up after the first one or two).  And the quality of this Maxell unit is at least as good as anything else I've come up with the last few years, particularly for the price.  The heads look well made (I've seen others that were downright crude) and the mechanism is quiet after six months' use.  Sound quality is certainly good enough, although my car is noisy enough that it's not a big issue.  I can't discern any difference between what comes through this adapter and sound off CDs in the factory player, so it's sure good enough for me.  I'm not an audiophile, but if I was I wouldn't be messing with cassette adapters!",5.0,"Quiet, cheap, does the job",1339804800,"06 16, 2012",0.1786796536796537,176,1,2,0.3333333333333333,2012-06-16,764
A1KAERT0MPBZOO,B000001OM4,Arnim Zola,"[1, 1]","How do audio cassettes load in your car's cassette deck? Do you insert them with the narrow side or the wide side? The problem is that most cassette adaptors can't accommodate both types of cassette decks.With this Maxell adaptor, that isn't a problem. The great thing about this cassette adaptor is that the audio cable that leads out of it can be configured to exit from the narrow or wide side meaning no compatibility issues.NOTES-----------If you're not hearing anything, try switching the audio cable to exit the cassette adaptor on the opposite side. In my Rav4, cassettes load by inserting the narrow end. But since I didn't hear any audio, I thought this adaptor was broken. It turned out that if I made the audio cable exit on the *other* narrow end of the cassette, then there was no problem.Also try increasing the output volume of your iPod.TESTED WITH :------------A 2001 RAV4 and an iPod 30 gig and also an iPod Touch. They worked fine except for the set-up issue mentioned above.",5.0,Casette Adaptor with Unique Features,1250726400,"08 20, 2009",0.014743589743589743,172,1,1,0.5,2009-08-20,1795
A26KXNN6H1IL0I,B000001OM4,A. Tegtmeier,"[0, 0]","I drive an old car, without a CD drive. It has a cassette drive, though and I had an additional MP3Player I did not use anymore, so I bought this gadget - and it works! Sound quality is surprisingly good, the basic volume could be a bit higher but otherwiese it produces a clear and rich sound. The only little annoyance is, that now a cable is sticking out of the cassette deck and hangs around the front panel. But eventually I will fix it somewhere, where it is not in the way anymore.",5.0,Great Gadget,1210723200,"05 14, 2008",0.21625,94,0,0,0.0,2008-05-14,2258
A1G8GOK1OYID5X,B000001OM4,awgoodkitty,"[1, 1]","The cassette, as other have said, makes a clicking noise as it runs.  I have it in a 2001 Rav4 OEM stereo.  It will also cut out when tracks change on the music player.  Very annoying.  I would not have bought this except for the Maxell name.  Disappointed.",2.0,Click Click Click,1298678400,"02 26, 2011",-0.625,48,1,1,0.5,2011-02-26,1240
A3KOAIRG0CC0NR,B000001OM4,C. Kelley,"[4, 5]","I'm actually a bit shocked. I've been using this cassette adapter for the past two years. The sound quality is good, although you can hear some typical cassette noise at higher volumes. The cassette adapter itself is fairly quiet as well. In cold weather, it sometimes sticks a bit. But overall, it has worked quite well. I don't leave my mp3 player in the car, so the stereo cable saw quite a bit of abuse from daily bouts of plugging and unplugging. It managed to last 2 years, which is excellent considering how quickly 8mm stereo cables can develop shorts.",4.0,Lasted 2 years before the wire gave out,1304812800,"05 8, 2011",0.06904761904761905,100,4,5,0.6666666666666666,2011-05-08,1169
A14399DQBS4QD1,B000001OM4,Cmar,"[1, 1]",Use this to play my ipod in my nissan maxima tape player. Works great and the audio is pretty good. Better then radio quality but not cd quality.,4.0,Worked,1376956800,"08 20, 2013",0.5625,28,1,1,0.5,2013-08-20,334
A3TTG579DHLYZW,B000001OM4,"Cyan ""Lulipop""","[0, 1]",It works fine and is a pretty good product.  I picked this one over 4 other ones because it was cheaper and had okay reviews.  It does the job well.,4.0,Not bad for price,1330214400,"02 26, 2012",0.34833333333333333,30,0,1,0.0,2012-02-26,875
ATLCOMAE8J7FO,B000001OM4,Daine P,"[1, 1]",I got this several years ago so my daughter could listen to her iPod through the family car radio which does not have an AUX input.It does not provide super fidelity but such a device can't ever be compared to a direct connection.It works good (certainly met my expectation) and it still gets used occasionally to play mp3s from my phone.,5.0,Still works,1366243200,"04 18, 2013",0.19251700680272107,61,1,1,0.5,2013-04-18,458
ADQEM4CCLH7FB,B000001OM4,"David Carr ""Biologist & DJ""","[2, 2]","I purchased this to listen to podcasts off my BlackBerry Curve 8330 (Sprint).  I have found that the sound quality varies from podcast to podcast due to the level of compression used.  Generally I turn my BlackBerry up to full volume and almost do the same in my car stereo.  The sound quality is ok - it is a cassette after all.  The cord is not very thick so you need to be careful not to snap it or pull on it roughly.  I might try another adapter to see if there is any difference in sound quality.Also, the Dolby noise reduction is a must, otherwise you will get a lot of hissing.  I would say overall the purchase was positive, perhaps my expectations were a bit too high.",3.0,Adequate Adapter,1270425600,"04 5, 2010",0.16268981018981019,129,2,2,0.6666666666666666,2010-04-05,1567
A1RXA718FHHMO3,B000001OM4,Dynamic Six,"[5, 6]","So I just got an iPod 4GB from Amazon and was dying to play it in my ride. Unintentioanlly I saw this in a friend's car and I did some research and a week later it's in my hands. Well, I have to say this is an impressive tape adaptor. The sound quality is just as good as playing a CD and the stereo in my car reads it smoothly. On top of that, it's inexpensive!So if you are looking for a tape adapto for your iPod, you should get this one! :)",5.0,Wonderful! Just what I needed!,1152576000,"07 11, 2006",0.5375,93,5,6,0.7142857142857143,2006-07-11,2931
A3F5G02JODRZ10,B000001OM4,Frugal sally,"[0, 1]",My other adapter was taken from my car so I needed a replacement. I am satisfied with this one. It does the job well! I'm glad I bought it. :),5.0,Does the job well!,1334188800,"04 12, 2012",0.375,30,0,1,0.0,2012-04-12,829
AVSMRPI23DQI2,B000001OM4,"HomerKSA ""Homer KSA""","[4, 4]","Folks let me be honest, i ran through several loops till  i put the money on this adapter!1. i tried several in car radio wave adapters in car radio listing to my iPod video (all of them are crap!) i wasted 70bucks)2. I tried several no Brand cassette adapters (crap! i wasted like 20 bucks on no name version)I say if u are an audiophile in your car and your iPod is a must everyday, get this Maxell adapter! its the only one i found to work fantastically on a lexus GS300 and a Honda and a Merc and Toyota factory installed players.This stuff i think has improved over the years. I don't hear any hissing even during classical performances!",5.0,the best iPod thingy...must have,1169164800,"01 19, 2007",-0.18636363636363634,120,4,4,0.8,2007-01-19,2739
A26YO5A2Y8EBEG,B000001OM4,IowaHawkeyesFan,"[1, 1]",This works perfect for hooking up my phone to my old tape player in the car. The cord is probably 4 feet so plenty of room to move and it seems to be quality. Mine does make a slight clicking sound when playing but this could be caused by the car tape player and not he adapter.,4.0,Works perfect,1379289600,"09 16, 2013",0.33333333333333337,57,1,1,0.5,2013-09-16,307
A1J2E7CBMOLNKX,B000001OM4,Jasmine Nike Green,"[1, 1]","This works great and saved me $$$$ that a newer vehicle would have cost.  Plug it in and listen to whatever you've got on your phone or access stations through your phone.  It's fun to listen to foreign stations, etc.",4.0,works great,1368921600,"05 19, 2013",0.325,40,1,1,0.5,2013-05-19,427
A3VV443NATJMKY,B000001OM4,"J. Holden ""JCH""","[1, 1]","I ordered this after much searching.  I ordered this one to go in my Toyota Sienna 2001 which has a cassette deck. I chose this brand because I trust it more than the cheaper ones.  It plays good through my car stereo.  The sound is good enough, not as  great as when you have earphones on, but nothing will sound that good when you are in a car anyway. So far I am satisfied with it.",5.0,Ipod Cassette adapter,1285632000,"09 28, 2010",0.4545454545454545,76,1,1,0.5,2010-09-28,1391
A2ZR2K4JOGBYAG,B000001OM4,"John ""John""","[1, 1]",Works fine. The only Caveat is that you may need to manually switch the end where the cable comes out to match the  direction of your cassette player.  When used as configured my player rejected it until I changed the end the cable came out.  I would have preferred a product that did not require configuration.,4.0,Works Fine.,1365897600,"04 14, 2013",0.20833333333333334,56,1,1,0.5,2013-04-14,462
A7MKO11ZX97G4,B000001OM4,Karen,"[1, 1]","I bought this to replace my old sony tape adapter I've had since the Discman days. That one worked great until my car (Acura TL) decided to start doing the auto-reverse deal and constantly spit it out. Being the cheapo that I am, I wanted to find another tape adapter instead of getting an audio input installed in my car, and I was hopeful when I saw the reviews on this adapter. However, this product constantly clicks, and loud enough to distract me from the music playing. Also the quality on this adapter is much worse than my 15-year old sony adapter. There's a lot of white noise, and I have to crank up the volume on both my ipod and my car speakers to get it to a volume where I can actually hear the lyrics of the songs.  I've tried fiddling with the wire, moving it in different positions, and pulling the wire straight, but it doesn't help. I've rendered the adapter pretty much useless, and for now am stuck listening to the radio until I decide to suck it up and stop being cheap about installing an audio jack in my car.",1.0,"Constant clicking, sound quality not very good",1297209600,"02 9, 2011",0.06999999999999999,195,1,1,0.5,2011-02-09,1257
A2DDTHUPCXB6Y,B000001OM4,Kim Wiggins,"[0, 0]","Has a little hum, but the highs are crystal clear. Sounds as good as cd.",5.0,Clear hd sound,1269907200,"03 30, 2010",0.20416666666666664,15,0,0,0.0,2010-03-30,1573
A1ER23A7CRR5S5,B000001OM4,LTZ,"[3, 3]","Works great.  It is excellent quality.  I use it for my mp3 player in my car, and the sound quality exceeds the ones I've used in the past.  I had a couple ones from Radio Shack before this one that didn't hold up for very long, and broke after a short while.  The problem area with other one is where the cord connects to the tape and on the other end of the cord where it connects to your audio player.  This Cassette Adapter uses a much more durable cord, which gives it better reliability and sound quality.  I have had no problems whatsoever with this unit and would recommend it to anyone.  I have a discerning ear for sound quality, and this exceeds all other units I've tried.UPDATE:  I lost my old one when I got a new car, and liked it so much I got another to replace the old one.  I had the old one for 2-years without any issues.",5.0,Excellent Audio Adapter,1208822400,"04 22, 2008",0.23928229665071768,163,3,3,0.75,2008-04-22,2280
A2EJ8QA6Q2X9BL,B000001OM4,Marilyn,"[0, 0]",I use this in my older model truck to listen to my ipod. I have used different FM transmitters in the past and was never really happy with the sound quality. This is the way to go. I wish I had tried it before!,5.0,Great sound!,1403222400,"06 20, 2014",0.0033333333333333214,44,0,0,0.0,2014-06-20,30
A17T4YZDDWWFTL,B000001OM4,Marvin D. Martian,"[0, 0]","I was force to buy this since the one that came with my Sony portable CD player and my cassette player in my car didn't get along! I had one of these for years but time got the best of it. SO if I have to get another one, this was my only choice since it works without ANY drama!",5.0,GO MAXELL!!!!,1385164800,"11 23, 2013",0.5,60,0,0,0.0,2013-11-23,239
A2TZ1P4VNJLYQQ,B000001OM4,"M. FRAIJO ""SmoothOperator""","[0, 0]",arrived on time.  Was brand new as described. I like this product because it brings out a little more bass in the sound.  This is actually the first stereo cassette adapter I've seen that has an extra bass feature.  I recommend it very highly...,5.0,Cassette Adapter,1400198400,"05 16, 2014",0.10068636363636363,44,0,0,0.0,2014-05-16,65
AANSPH7B2AT7X,B000001OM4,MGG Tiger,"[2, 2]","Works but got rid of it because of the loud mechanical sounds from the internal gears -- squeaking, grinding, crunching sounds. Much worse than my previous Maxell adapter.  Poor manufacturing! Ordered the Philips USA PH-62050 CD/MP3/MD-To-Cassette Adapter for which the Amazon reviews about noise are much better (and it's a buck cheaper to boot).  Indeed, the Philips was very good.  Buy it. Don't buy the Maxell. You'll be happier.UPDATE to review: about a year after purchase, the Philips is making louder and louder noises.  I guess noise is endemic to these adapters.",1.0,Works but obnoxiously noisy mechanicals,1342483200,"07 17, 2012",0.06333333333333332,92,2,2,0.6666666666666666,2012-07-17,733
AEN9ZAYSCOD88,B000001OM4,Nicole,"[1, 1]",We got this player because another brand would not work in my husband's Taurus. It kept giving us an error message and he could not use it with his Ipod. This one does not have the same problems. It works every time. We are very happy.,5.0,Works like it says,1290556800,"11 24, 2010",0.5,46,1,1,0.5,2010-11-24,1334
A4G51W9PC7TJL,B000001OM4,"N. Richko ""tarkin""","[0, 1]",LOVE these adaptors ! i got this one  mainly for my car... since it  has a  combo cd/cassette deck(which is awesome)this little  gem  does the trick...i use this to play  my mp3 players (sony and an ipod )  the audio quality is superb.. its  crystal clear..  i  also use this in the house on my stereo system...this is a great buy! and its worth it  to have a few of these on hand...you never know when youll need one.,5.0,Gets the job done..,1329955200,"02 23, 2012",0.3505208333333333,79,0,1,0.0,2012-02-23,878
A3APPU8QXY4DFI,B000001OM4,PD3234,"[0, 1]","Works well, purchased as a replacement for another that just wore out over time. Sound quality is very good with no sounds or squeaks from the cassette player.",4.0,Cassette Audio Adapter,1337040000,"05 15, 2012",0.655,28,0,1,0.0,2012-05-15,796
A2F36RDJUBR6TI,B000001OM4,S. Habicht,"[1, 1]","I was really surprised at how good the sound quality is with this unit.  My old adapter distorted if turned up to loud at the source, but not this one.",5.0,Great sound quality,1373414400,"07 10, 2013",0.28,30,1,1,0.5,2013-07-10,375
A1CRCLL00ULF20,B000001OM4,SPW,"[5, 6]","This thing works great.  Being able to move the cord around is very handy when using this in various places.  I use it in my car & home stereo & the sound quality is very close to a CD. There is not very much ""airy"" sounding feedback either. Make sure to turn the volume all the way up on the device so it will sound the best.I love being able to plug in my Android phone & stream things from the internet through my car stereo!I highly recommend this if you are considering one of these.",5.0,Awesome Product! Works Perfectly!,1309564800,"07 2, 2011",0.38858974358974363,96,5,6,0.7142857142857143,2011-07-02,1114
A1B0RTVS4SE88W,B000001OM4,"Tanna Lim ""tantheman""","[24, 24]","I did a lot of investigating before buying this product. I ended up buying it mainly because it was the only one with decent reviews that I could find in stores. However, I am not disappointed at all. The sound isn't quite CD quality but it's pretty darn good and definitely better than a regular tape. I don't have an FM adapter but from what I read, the cassette adapters have a much better sound.The other big bonus is that it doesn't matter which way the larger opening is on your tape deck because this adapter has a latch you can open on the bottom to change the cord over to the other side if needed. Warning, some brand name adapters will only work in tape players facing a certain direction! Every once in a while I have to put the tape in twice for it to work right; otherwise I haven't had any other problems with this and it gives my mp3 player a great sound! Another tip: if you don't have an equalizer on your car stereo or mp3 player, what you can do is adjust the volume on the player and your stereo to balance the bass and treble (for me, if I have the mp3 player sound lower and the car stereo louder, I'll have more treble...and a little more static, too).As an aside, I doubt the product itself was the problem for the person with the bad car speakers who reviewed this product negatively.",4.0,great sound,1125187200,"08 28, 2005",0.1758415435139573,249,24,24,0.96,2005-08-28,3248
A3V0PEIMOBU8H5,B000001OM4,T. F. Welsh,"[0, 0]","After ordering and returning the Coby brand version, which did not work at all, I am pleased to report this one works fine.  I bought it to play tunes from my Sandisk mp3 player on my car cassette deck, and this unit fits the bill nicely!",5.0,This one works!,1244764800,"06 12, 2009",0.5555555555555556,46,0,0,0.0,2009-06-12,1864
A1O0TOFN85RIPH,B000001OM4,T. Lewandowski,"[4, 4]","I was pretty skeptical that this item would produce acceptable output through my Honda CR-V's cassette player when connected to a Sansa Fuze.  However, I was pleasantly surprised -- not only that the sound was acceptable, but it is actually quite good!  As a professional MIDI musician, I'm pretty demanding in what I consider ""good""; this Maxell adapter far exceeds what I was expecting from this type of technology.I understand that there are going to be numerous variables in play with what every consumer can expect in the way of sound quality.  Probably the largest factor is going to be the quality of the cassette deck that will be using the device, specifically, the playback heads.  The results weren't quite as impressive in one of my in-home cassette decks, though still good.Another very important factor is the quality of the MP3's being played; the better the playback device, the more readily you'll hear the shortcomings of a MP3 or other digital file.  After all, some people are happy with 128 kbps MP3's (which are pretty low quality to begin with) and none of my MP3's are less than 256 kbps ... even those I've purchased from Amazon.Overall, I'm very happy with this device and consider it a very good, inexpensive alternative to having a dedicated LINE IN/LINE OUT option like those you find on newer in-car decks.  Near CD-quality, to be sure.",4.0,Maxell CD-330 CD-to-Cassette Audio Adapter,1250208000,"08 14, 2009",0.30940476190476185,232,4,4,0.8,2009-08-14,1801
A604IM2TKXONO,B000001OM4,"Tom ""SoCal Musician""","[0, 0]",This works great. It shouldn't be that difficult and it isn't. We used it to connect an iPod to my wife's car stereo. The sound is just fine--much better than an FM transmitter we used in the past.,5.0,"Easy, quality inexpensive way to connect iPod to Car Cassette",1261872000,"12 27, 2009",0.19000000000000003,38,0,0,0.0,2009-12-27,1666
AZRPGTU8A7KD5,B000001OM4,xfooey,"[0, 0]",It works. It wasn't expensive. What more can you ask for?  Only use it for the car. And so for 15 bucks it represents the cheapest way to wire my pod.,5.0,It works,1233878400,"02 6, 2009",0.0,31,0,0,0.0,2009-02-06,1990
ABYBC49OP1MZN,B000001OM5,Amazon Customer,"[7, 7]","I have a single CD plyer in my 2003 car.  Never cleaned the lens the entire time I own it.  Lately it's been scratching my CDs, and frequently not playing them.Put this lens cleaner in.  At first it wasn't doing anything, but the CD player just spit the CD right out.  Apparently the lens is really dirty.  After a couple times of putting the CD back in I heard instruction in track 1 saying that tract 2 only needs to be played the minimum of 20 seconds to get the lense cleaned.My player required 5 playings of full tract 2 to function properly again.When I took the lens cleaner out, I see a lot of dust on the little brush, and on the bottom surface of the disk (picked up by static?).  I think it has done its job, and now the CD player is playing my music again.",5.0,Works for my car CD player,1346025600,"08 27, 2012",0.05511904761904762,149,7,7,0.875,2012-08-27,692
A2FKYKDGHWSOIQ,B000001OM5,"Calvin ""The one and only.""","[1, 1]","This makes it easy to clean your cd player. It tells you what to do when you play it and is not liquid based. Good cleaner and for dirtier lenses, make sure you use a few times to get it good. Always good to have one of these around.",4.0,The art of cleaning a cd player,1365033600,"04 4, 2013",0.4571428571428572,49,1,1,0.5,2013-04-04,472
A2245J0YNO975U,B000001OM5,Crystal Strange,"[0, 1]",This arrived in only two days so I popped it in on the way to pick up the kiddos. This directions are on the disc and really simple. The cd makes an annoying beeping sounds while cleaning ( I turned the radio down and kept checking for it to finish) but that is my only dislike. The packaging was very study.  I will definitely buy from this seller again.,5.0,worked!,1365033600,"04 4, 2013",-0.10793650793650793,69,0,1,0.0,2013-04-04,472
A2NX6MFZP8TM6S,B000001OM5,Deanokat,"[64, 67]","My 2002 Pontiac Montana's CD player started acting up a few months ago. Almost every time I put a CD in, the player would spit it back out and the display would say ""CHECK CD."" After 3 or 4 tries, the player would finally accept the CD. But it sure was frustrating. So I stopped at the dealership and inquired about this problem. The first thing the service advisor suggested was to try a CD lens cleaner. I had never used one of these in my life. And I've had CD players since 1984. But when I went to my brother-in-law's house for Thanksgiving, he had just purchased this same identical CD lens cleaner at the local Meijer store. I asked him if I could try it out in my car's CD player and he gladly obliged. Well, after one cleaning, so far the CD player hasn't rejected any of my CDs. And we drove back home after Thanksgiving...almost 300 miles...and played many CDs. So, for now at least, I'm convinced. I came right home and ordered this Maxell CD lens cleaner for myself. I don't know if I'd feel comfortable enough to try it in my Mac desktop or PowerBook...but I think I'd feel safe using it in my Sony CD player or PlayStation. In fact, the PS2 will be the first device to get cleaned when this arrives. It's been rejecting discs, too. Maybe the lens is just gunked up with dust. Anyways...it fixed my car CD player trouble and saved me a lot of money that the dealership would've charged me to service the darn thing. I'd recommend it highly.",5.0,"I have to admit, I was skeptical",1164412800,"11 25, 2006",0.10198757763975155,273,64,67,0.9411764705882353,2006-11-25,2794
A27K80SBJQQQDS,B000001OM5,Elizabeth Bailey,"[0, 1]",Did not resolve the issue with my car dvd drive.  When I put it in the drive ejected it as it did with dvds.I beleive it is ok. Just haven't tried it in any other dvd drives I have.,4.0,car cd lens cleaner,1379116800,"09 14, 2013",0.1875,39,0,1,0.0,2013-09-14,309
A2TXTCIOBK1NMQ,B000001OM5,Eric Norton,"[3, 4]","I am unsure of the benefit of using this CD lens cleaner.  It MAY have solved the problem of a dirty/dusty lens, but it may not have, as the problem on one CD player was only temporarily resolved.  Another CD player that otherwise worked fine could not recognize this disc at all, and on all of my players that did, it could not advance to the third track, which contains only music.  Significant skipping was noticed on all CD players, including those that never skip on other discs.  If nothing else, this cleaner may provide a superficial and temporary fix, but if your CD player's lens needs cleaning, there are likely better and more effective ways of solving the problem.",2.0,Questionable benefit,1335916800,"05 2, 2012",0.22666666666666666,120,3,4,0.6,2012-05-02,809
AQDJP0D7EALAD,B000001OM5,Fefe,"[0, 6]",I don't know why I purchased it. I don't even understand how its supposed to work anyway. Mawell makes cheap products anyway. Pretty sure you can find it in the dollar store.,1.0,Don't waste your time.,1384992000,"11 21, 2013",0.3833333333333333,32,0,6,0.0,2013-11-21,241
APK74RJ5E0DDX,B000001OM5,Ficus,"[1, 1]","After trying the memorex lens cleaner obtained from wal mart and returning it because neither of my computers' CD/DVD drives recognized it, I bought this product [the Maxell CD-340] from Amazon. Shipping via prime was rapid and arrival was in excellent condition. The product works just fine* thus hardening my position/opinion that Maxell products are of good quality and Memorex products are of lower quality.* My computer's drive can now burn a music CD at full speed and make a product which is playable on the same drive. Before cleaning, I had to reduce writing speed from &#34;fastest&#34; to &#34;medium&#34; to burn readable disks.",5.0,Maxell CD-340 Lens Cleaner!,1371600000,"06 19, 2013",0.49333333333333335,104,1,1,0.5,2013-06-19,396
A2HFOS6ULS3BQJ,B000001OM5,Fox: Fairly Unbalanced,"[0, 0]","The product is not recommended for note book optical drives, but I used it anyways and it seemed to work.",3.0,Works,1370649600,"06 8, 2013",0.0,20,0,0,0.0,2013-06-08,407
ADOR3TR7GDF68,B000001OM5,F T. A.,"[3, 4]","Hey, I am a music professional. I make many recordings and service equipment so I know what's going on in the world!This disc has a 1/8th&#34; by 1/8th&#34; piece of felt glued to a blank CD. I could have done that but I wanted PROFESSIONAL!Again, 1/8th&#34; x 1/8th&#34;. if you look on the internet it even tells you how to make these. Because the lens moves you need the felt to be the entire distance of the CD plus on both side for balance. However this is a tiny dot. You would have to leave it in the player for a week in order for it to clean the lens correctly. Shame On You Maxell... Shame Shame!",1.0,ZERO! DON'T Purchase!,1388620800,"01 2, 2014",0.1763888888888889,117,3,4,0.6,2014-01-02,199
A2LB8VDT59VTP5,B000001OM5,Jim S.,"[0, 0]","It worked great for me, but look out the handle on it may break off as it did me. I found out that you really don't need it. The reason I gave it 5 stars is the fact it really works.",5.0,It worked great,1396396800,"04 2, 2014",0.39999999999999997,41,0,0,0.0,2014-04-02,109
A1579YT6JXUHUF,B000001OM5,JNX,"[0, 1]","I tried to use it in my 2008 Ford Explorer factory CD changer.  No luck.  It would just spit it out when it got to the brush section.I know some others had said it worked for them in their car decks and changers, but sadly, it did not work for me.If anyone has any ideas or tips that might help it work, I'm all ears.",3.0,"Didn't work for me, but would probably work elsewhere.",1393372800,"02 26, 2014",-0.5,65,0,1,0.0,2014-02-26,144
A37LCWTTQMBMFX,B000001OM5,Johnnysmooth,"[0, 0]","I just needed something, Any brand would have done. Worked great, helped alot and was pretty cheap. (under $10)No Cons.",5.0,Worked and Helped,1367539200,"05 3, 2013",0.4833333333333334,20,0,0,0.0,2013-05-03,443
A1L1TSQFQ0HQL5,B000001OM5,Joseph Clark,"[0, 0]",Just as described.,5.0,Five Stars,1404950400,"07 10, 2014",0.0,3,0,0,0.0,2014-07-10,10
A2T049UQONS0OY,B000001OM5,Larry VanDeSande,"[9, 11]","I've used the maxell CD-340 cleaner in my car and home players (two of them -- one a recorder where I've cleaned its mirror too) for 10 years and they've never failed. These things don't do much; you stick it in, listen to some jingoism and a pleasing voice on the first track, then advance to the cleaning track and wait for 20 seconds while a continuous beep ensures you turn the volume way down. Afterward, your lens is clean. That's all there is to it.Why does the lens have to be cleaned? I can't answer that since I've never seen one. In the cassette era, I bought a clumsy plug-in electrical wand with a metal probe that I had to physically touch to my recording and playback heads (on reel-to-reel players too) to demagnitize them. Apparently all that tape going through left some kind of magnetic charge behind that would foul the signal at some point. It's questionable whether the gadget I owned ever actually worked, unlike this product, which works every time.There's no such issue with the digital CD lens cleaner. This disk has some encoded voice commands and about a dozen little brushes the protrude about 1/8 of an inch from the surface of the disk. I guess the disk spins and the brushes rub off the bad stuff from the CD lens. If there's another explanation, I'd like to hear it. It works every time.Unfortunately, the thing this product won't do is eliminate age from cranky car CD players. I've owned a couple GM models where the player had to be replaced and the player in my 2006 Chevy Malibu is becoming increasingly wearisome. It has a habit of failing to play disks that are thicker than the norm. You'd think there would be a standard in the digital industry but there is not. Sometime spinning my maxell CD-340 arrests this behavior but typically it does not. I usually have to burn myself a homemade disk on a maxell CD-R blank disk Maxell 32x CD-R For Music - 30 Spindle to get the recalcitrant player to spin the music.As for the cleaner, it works in spades every time. Buy with confidence for that purpose.",5.0,"A CD cleaner but, unfortunately, not its savior",1277078400,"06 21, 2010",-0.005132850241545889,368,9,11,0.75,2010-06-21,1490
A19TDF7NK6BZHZ,B000001OM5,Me,"[7, 10]","Received the shipment on-time, but the first thing I noticed when opening the box were the words ""not for laptop use"" written on the package.  There was no mention anywhere in the specs or description of this item on the site that said it was only for laptops, so since I only have a laptop, I have now needlessly purchased a product I cannot use.",1.0,Not what I expected,1321920000,"11 22, 2011",-0.0625,65,7,10,0.6363636363636364,2011-11-22,971
A1A5532VDV679B,B000001OM5,Michael L. Lowenstein,"[0, 0]",This is one of the best Dvd cleaners . I use it to clean my Sony Dvd burner head once a week.,5.0,clean,1372550400,"06 30, 2013",0.6833333333333333,22,0,0,0.0,2013-06-30,385
A39DZU4YRGKWAG,B000001OM5,Mike G,"[0, 0]","Did the job I needed to clean all discs components, very handy and use ful to have, for all cleaning",3.0,Did the Job,1356480000,"12 26, 2012",0.5733333333333334,20,0,0,0.0,2012-12-26,571
AZFF4CX9MQ4AE,B000001OM5,mrd,"[0, 3]","I have not use it yet, so I can not write a review for this item at this point, but I will as soon as I use it.",5.0,mrd,1382313600,"10 21, 2013",0.0,28,0,3,0.0,2013-10-21,272
A3U8J6HOIYKIFM,B000001OM5,"NanAnn ""Velvetmusic""","[0, 0]","Easy to use and cleans a CD or DVD completely. Try it and you will think it is good also. Great price, much better than buying locally.;",4.0,Maxell CD-340 Lens Cleaner,1378252800,"09 4, 2013",0.4222222222222222,27,0,0,0.0,2013-09-04,319
ADWUJZ8865J2A,B000001OM5,Old Codger,"[0, 0]","Been having trouble with both my PC DVD drive and video recorder in getting a good clean start and/or play/record. Put this in today and followed instructions and after just 30-45 seconds, removed the cleaner disc and tried some prerecorded discs that have given me trouble in the past. No problems now!!! everything I tried out started up lickety split and played perfectly. Probably saved me from ordering a new DVD drive for the PC. Should have had one of these discs months or years ago. Highly recommended.",5.0,Grrr8!,1368489600,"05 14, 2013",0.1843436316287879,88,0,0,0.0,2013-05-14,432
A2VYE9EF6VA5CJ,B000001OM5,Overthinking It,"[6, 6]","I was having problems burning DVDs in my Macbook Pro SuperDrive.  Bought this and didn't realize it said ""not for use in laptops"" until after inserting disk and it getting ejected without being recognized by the drive.BUT...it worked!  Tried burning a DVD afterwards and it worked.  I guess it spinning in the drive trying to be recognized did the trick.How 'bout that...",4.0,Worked on my Apple Macbook Pro (even tho not supposed to),1316563200,"09 21, 2011",0.0,62,6,6,0.8571428571428571,2011-09-21,1033
A1G6M86XS35YS3,B000001OM5,"Paige Turner ""Paige""","[0, 0]","This CD Lens Cleaner didn't work for our broken system that could no longer read CDs.  But it has worked on systems in the past.  Simple and fast to use, you just pop it into the player like a regular CD.  There is none of the nonsense with fluids like they had in the old days.  It's a simple mechanism- it has a small brush-like device that gently cleans the laser lens.So look at it like this: this is a cheap investment to try something that might work for your broken CD/DVD player.",3.0,Didn't work for me- but it works for many CD players,1398038400,"04 21, 2014",-0.03636363636363636,93,0,0,0.0,2014-04-21,90
A7MN8VRWL2JOK,B000001OM5,Quality Control,"[0, 0]","Started having issues with my in-dash CD player after 12yrs. Kept getting read errors.Cleaned the reader and not having any additional issues. Nothing more than a little dust.Also cleaned the 6 CD system, thought it was having overheating issues.since it is still cold weather, may still have the issue, however no new problems after using the cleaning disk.",4.0,Does the job.,1395273600,"03 20, 2014",-0.08892045454545454,58,0,0,0.0,2014-03-20,122
